"text","line_number","section","chapter_number","paragraph_number"
"more visible, owing to the increasing darkness of the dun cloud-shadows",9079,"text",48,1130
"flung upon the sea. The jets of vapor no longer blended, but tilted",9080,"text",48,1130
"everywhere to right and left; the whales seemed separating their wakes.",9081,"text",48,1130
"The boats were pulled more apart; Starbuck giving chase to three whales",9082,"text",48,1130
"running dead to leeward. Our sail was now set, and, with the still",9083,"text",48,1130
"rising wind, we rushed along; the boat going with such madness through",9084,"text",48,1130
"the water, that the lee oars could scarcely be worked rapidly enough to",9085,"text",48,1130
"escape being torn from the row-locks.",9086,"text",48,1130
"",9087,"text",48,1131
"Soon we were running through a suffusing wide veil of mist; neither",9088,"text",48,1131
"ship nor boat to be seen.",9089,"text",48,1131
"",9090,"text",48,1132
"“Give way, men,” whispered Starbuck, drawing still further aft the",9091,"text",48,1132
"sheet of his sail; “there is time to kill a fish yet before the squall",9092,"text",48,1132
"comes. There’s white water again!—close to! Spring!”",9093,"text",48,1132
"",9094,"text",48,1133
"Soon after, two cries in quick succession on each side of us denoted",9095,"text",48,1133
"that the other boats had got fast; but hardly were they overheard, when",9096,"text",48,1133
"with a lightning-like hurtling whisper Starbuck said: “Stand up!” and",9097,"text",48,1133
"Queequeg, harpoon in hand, sprang to his feet.",9098,"text",48,1133
"",9099,"text",48,1134
"Though not one of the oarsmen was then facing the life and death peril",9100,"text",48,1134
"so close to them ahead, yet with their eyes on the intense countenance",9101,"text",48,1134
"of the mate in the stern of the boat, they knew that the imminent",9102,"text",48,1134
"instant had come; they heard, too, an enormous wallowing sound as of",9103,"text",48,1134
"fifty elephants stirring in their litter. Meanwhile the boat was still",9104,"text",48,1134
"booming through the mist, the waves curling and hissing around us like",9105,"text",48,1134
"the erected crests of enraged serpents.",9106,"text",48,1134
"",9107,"text",48,1135
"“That’s his hump. _There, there_, give it to him!” whispered Starbuck.",9108,"text",48,1135
"",9109,"text",48,1136
"A short rushing sound leaped out of the boat; it was the darted iron of",9110,"text",48,1136
"Queequeg. Then all in one welded commotion came an invisible push from",9111,"text",48,1136
"astern, while forward the boat seemed striking on a ledge; the sail",9112,"text",48,1136
"collapsed and exploded; a gush of scalding vapor shot up near by;",9113,"text",48,1136
"something rolled and tumbled like an earthquake beneath us. The whole",9114,"text",48,1136
"crew were half suffocated as they were tossed helter-skelter into the",9115,"text",48,1136
"white curdling cream of the squall. Squall, whale, and harpoon had all",9116,"text",48,1136
"blended together; and the whale, merely grazed by the iron, escaped.",9117,"text",48,1136
"",9118,"text",48,1137
"Though completely swamped, the boat was nearly unharmed. Swimming round",9119,"text",48,1137
"it we picked up the floating oars, and lashing them across the gunwale,",9120,"text",48,1137
"tumbled back to our places. There we sat up to our knees in the sea,",9121,"text",48,1137
"the water covering every rib and plank, so that to our downward gazing",9122,"text",48,1137
"eyes the suspended craft seemed a coral boat grown up to us from the",9123,"text",48,1137
"bottom of the ocean.",9124,"text",48,1137
"",9125,"text",48,1138
"The wind increased to a howl; the waves dashed their bucklers together;",9126,"text",48,1138
"the whole squall roared, forked, and crackled around us like a white",9127,"text",48,1138
"fire upon the prairie, in which, unconsumed, we were burning; immortal",9128,"text",48,1138
"in these jaws of death! In vain we hailed the other boats; as well roar",9129,"text",48,1138
"to the live coals down the chimney of a flaming furnace as hail those",9130,"text",48,1138
"boats in that storm. Meanwhile the driving scud, rack, and mist, grew",9131,"text",48,1138
"darker with the shadows of night; no sign of the ship could be seen.",9132,"text",48,1138
"The rising sea forbade all attempts to bale out the boat. The oars were",9133,"text",48,1138
"useless as propellers, performing now the office of life-preservers.",9134,"text",48,1138
"So, cutting the lashing of the water-proof match keg, after many",9135,"text",48,1138
"failures Starbuck contrived to ignite the lamp in the lantern; then",9136,"text",48,1138
"stretching it on a waif pole, handed it to Queequeg as the",9137,"text",48,1138
"standard-bearer of this forlorn hope. There, then, he sat, holding up",9138,"text",48,1138
"that imbecile candle in the heart of that almighty forlornness. There,",9139,"text",48,1138
"then, he sat, the sign and symbol of a man without faith, hopelessly",9140,"text",48,1138
"holding up hope in the midst of despair.",9141,"text",48,1138
"",9142,"text",48,1139
"Wet, drenched through, and shivering cold, despairing of ship or boat,",9143,"text",48,1139
"we lifted up our eyes as the dawn came on. The mist still spread over",9144,"text",48,1139
"the sea, the empty lantern lay crushed in the bottom of the boat.",9145,"text",48,1139
"Suddenly Queequeg started to his feet, hollowing his hand to his ear.",9146,"text",48,1139
"We all heard a faint creaking, as of ropes and yards hitherto muffled",9147,"text",48,1139
"by the storm. The sound came nearer and nearer; the thick mists were",9148,"text",48,1139
"dimly parted by a huge, vague form. Affrighted, we all sprang into the",9149,"text",48,1139
"sea as the ship at last loomed into view, bearing right down upon us",9150,"text",48,1139
"within a distance of not much more than its length.",9151,"text",48,1139
"",9152,"text",48,1140
"Floating on the waves we saw the abandoned boat, as for one instant it",9153,"text",48,1140
"tossed and gaped beneath the ship’s bows like a chip at the base of a",9154,"text",48,1140
"cataract; and then the vast hull rolled over it, and it was seen no",9155,"text",48,1140
"more till it came up weltering astern. Again we swam for it, were",9156,"text",48,1140
"dashed against it by the seas, and were at last taken up and safely",9157,"text",48,1140
"landed on board. Ere the squall came close to, the other boats had cut",9158,"text",48,1140
"loose from their fish and returned to the ship in good time. The ship",9159,"text",48,1140
"had given us up, but was still cruising, if haply it might light upon",9160,"text",48,1140
"some token of our perishing,—an oar or a lance pole.",9161,"text",48,1140
"",9162,"text",48,1141
"",9163,"text",48,1142
"",9164,"text",48,1143
"",9165,"text",48,1144
"CHAPTER XLIX. THE HYENA",9166,"text",49,1144
"",9167,"text",49,1145
"",9168,"text",49,1146
"There are certain queer times and occasions in this strange mixed",9169,"text",49,1146
"affair we call life when a man takes this whole universe for a vast",9170,"text",49,1146
"practical joke, though the wit thereof he but dimly discerns, and more",9171,"text",49,1146
"than suspects that the joke is at nobody’s expense but his own.",9172,"text",49,1146
"However, nothing dispirits, and nothing seems worth while disputing. He",9173,"text",49,1146
"bolts down all events, all creeds, and beliefs, and persuasions, all",9174,"text",49,1146
"hard things visible and invisible, never mind how knobby; as an ostrich",9175,"text",49,1146
"of potent digestion gobbles down bullets and gun flints. And as for",9176,"text",49,1146
"small difficulties and worryings, prospects of sudden disaster, peril",9177,"text",49,1146
"of life and limb; all these, and death itself, seem to him only sly,",9178,"text",49,1146
"good-natured hits, and jolly punches in the side bestowed by the unseen",9179,"text",49,1146
"and unaccountable old joker. That odd sort of wayward mood I am",9180,"text",49,1146
"speaking of, comes over a man only in some time of extreme tribulation;",9181,"text",49,1146
"it comes in the very midst of his earnestness, so that what just before",9182,"text",49,1146
"might have seemed to him a thing most momentous, now seems but a part",9183,"text",49,1146
"of the general joke. There is nothing like the perils of whaling to",9184,"text",49,1146
"breed this free and easy sort of genial, desperado philosophy; and with",9185,"text",49,1146
"it I now regarded this whole voyage of the Pequod, and the great White",9186,"text",49,1146
"Whale its object.",9187,"text",49,1146
"",9188,"text",49,1147
"“Queequeg,” said I, when they had dragged me, the last man, to the",9189,"text",49,1147
"deck, and I was still shaking myself in my jacket to fling off the",9190,"text",49,1147
"water; “Queequeg, my fine friend, does this sort of thing often",9191,"text",49,1147
"happen?” Without much emotion, though soaked through just like me, he",9192,"text",49,1147
"gave me to understand that such things did often happen.",9193,"text",49,1147
"",9194,"text",49,1148
"“Mr. Stubb,” said I, turning to that worthy, who, buttoned up in his",9195,"text",49,1148
"oil-jacket, was now calmly smoking his pipe in the rain; “Mr. Stubb, I",9196,"text",49,1148
"think I have heard you say that of all whalemen you ever met, our chief",9197,"text",49,1148
"mate, Mr. Starbuck, is by far the most careful and prudent. I suppose",9198,"text",49,1148
"then, that going plump on a flying whale with your sail set in a foggy",9199,"text",49,1148
"squall is the height of a whaleman’s discretion?”",9200,"text",49,1148
"",9201,"text",49,1149
"“Certain. I’ve lowered for whales from a leaking ship in a gale off",9202,"text",49,1149
"Cape Horn.”",9203,"text",49,1149
"",9204,"text",49,1150
"“Mr. Flask,” said I, turning to little King-Post, who was standing",9205,"text",49,1150
"close by; “you are experienced in these things, and I am not. Will you",9206,"text",49,1150
"tell me whether it is an unalterable law in this fishery, Mr. Flask,",9207,"text",49,1150
"for an oarsman to break his own back pulling himself back-foremost into",9208,"text",49,1150
"death’s jaws?”",9209,"text",49,1150
"",9210,"text",49,1151
"“Can’t you twist that smaller?” said Flask. “Yes, that’s the law. I",9211,"text",49,1151
"should like to see a boat’s crew backing water up to a whale face",9212,"text",49,1151
"foremost. Ha, ha! the whale would give them squint for squint, mind",9213,"text",49,1151
"that!”",9214,"text",49,1151
"",9215,"text",49,1152
"Here then, from three impartial witnesses, I had a deliberate statement",9216,"text",49,1152
"of the entire case. Considering, therefore, that squalls and capsizings",9217,"text",49,1152
"in the water and consequent bivouacks on the deep, were matters of",9218,"text",49,1152
"common occurrence in this kind of life; considering that at the",9219,"text",49,1152
"superlatively critical instant of going on to the whale I must resign",9220,"text",49,1152
"my life into the hands of him who steered the boat—oftentimes a fellow",9221,"text",49,1152
